,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure
266,74331,46066,42235,7877,5535,1550,5500,565,1180,0,2385,15600,100,2040,1260,350,7254,1500
267,79612,42380,38734,7214,8171,1370,6325,3320,0,0,1040,13080,130,3360,750,520,4614,700
268,94207,39527,36200,17092,5808,1495,5600,6970,870,494,1970,19404,620,3762,960,12300,13620,2500
269,68256,31665,28659,7733,6648,1685,6215,5025,1211,0,4450,27420,170,2322,810,1110,11466,0
270,87262,24568,20218,17488,8848,2555,6865,7390,0,5068,2730,42420,130,4140,1200,560,12180,6000
271,79565,35332,28659,11732,9791,1410,7980,3685,0,0,1550,21918,109,3048,720,2410,5874,2500
272,83931,30672,26637,13944,10982,2379,7460,3000,1865,1986,4330,29736,3350,9528,1560,0,7650,4000
273,145444,56088,48798,23332,11455,1650,7985,8044,4368,1040,1940,54726,1560,29514,2040,650,19290,4000
274,85129,47899,44045,12208,9707,1710,4635,730,2072,1326,1265,14994,60,2400,420,260,5550,500
275,42476,16748,13577,7330,8508,1110,4020,0,1104,520,460,46080,0,1080,1320,0,3138,2000
276,63345,25255,22174,8849,9433,3230,8763,0,940,0,2020,12606,1005,2304,300,0,4416,500
277,48842,18405,11001,11423,6571,1250,4610,0,270,0,430,21780,2925,3042,840,0,9480,0
278,90109,35234,25823,19560,8334,2245,6580,7770,1495,5068,2575,22920,50,8940,1020,3030,9252,4000
279,64202,28678,22842,7877,9488,1940,5205,2850,1950,0,640,10800,75,2640,120,470,4014,500
280,77820,23828,19567,14991,12342,1807,9150,12700,2900,12,920,35580,3600,11640,12300,0,53028,0
281,82489,21751,16502,12872,17911,2255,8950,8605,1938,270,2170,22998,5760,3840,1560,235,7158,1000
282,52483,21059,9204,7178,7338,800,4593,5520,2341,3640,1720,5226,438,7440,996,500,1644,1300
283,87241,31336,27690,9704,6948,1880,3673,15880,0,0,4946,22740,398,17400,14880,475,9348,5300
284,69449,21603,16380,17549,12173,3255,3688,780,0,0,2248,12468,3625,9780,816,0,5934,500
285,75192,20052,14090,15266,13158,1375,3522,1820,0,0,1490,10434,4429,402,0,0,1428,500
286,31191,11998,10420,4437,7874,860,2371,600,3224,4420,1685,16824,106197,1692,0,0,984,37400
287,54876,20024,15388,7462,8812,907,2981,4800,190,6240,1603,16446,253,1188,468,623,2430,2000
288,68155,25210,19136,10441,13590,2410,6148,2000,2124,9230,980,8730,514,942,612,780,1590,1500
289,74987,31937,27010,6242,11145,2940,4166,4220,0,0,2791,8400,931,3030,612,420,1476,4000
290,85602,39926,36370,8117,8342,2113,5496,10440,612,4260,5564,11358,707,960,984,1235,3054,5000
291,92963,40420,29740,9756,14516,1833,4351,13220,5070,5200,3141,9396,4423,5274,1164,1310,6402,2100
292,63509,21995,15730,2552,11062,1612,2585,16120,288,4420,1728,14040,5367,600,216,130,1524,390
293,45052,15223,11960,6297,5322,1290,2962,2750,1308,0,1590,7740,31740,2268,732,75,2076,4000
294,52127,17607,12012,4398,17154,1925,2810,1820,45,0,460,19596,422,888,288,0,1596,500
295,70216,26634,24282,13123,10497,2633,4866,3600,2700,0,3451,20238,2102,16920,3312,29284,1770,4000
296,169516,34483,26824,34184,21020,6491,6206,24600,480,0,19449,73428,3340,35154,16260,64700,76650,30000
297,73984,28631,19400,11654,9456,1122,4546,5340,270,3640,2070,21360,352,5400,1536,23584,1980,8000
298,38816,16322,14820,1474,13374,410,1855,0,300,9050,2439,19530,122,10350,2520,0,2646,8000
299,26523,14384,160,1600,2787,245,1245,0,225,1142,860,4920,210,432,360,125,6408,0
300,39671,19080,17010,9030,2169,630,2312,0,720,8507,900,7548,573,10560,1128,2990,5862,1000
301,15426,7084,5574,1145,1091,275,1563,150,0,0,485,11298,416,2664,0,0,1104,0
302,20933,7854,6760,3238,2916,190,1560,250,180,0,340,15600,290,2454,252,0,4482,3000
303,38096,15882,13608,6266,6244,765,1705,520,30,380,1060,6822,231,7560,540,3950,4764,5500
304,55981,22222,19724,7650,5345,1050,2572,4200,270,0,6727,17670,518,16440,900,7596,7884,3000
305,87341,26694,24070,18192,9379,915,3906,4200,2386,0,14024,26100,1100,44940,6840,9070,10686,11800
306,88383,29226,26460,17400,15139,2430,2565,1950,0,0,10914,53700,2114,8850,7800,51200,27330,0
307,57017,18470,16512,14582,14728,285,1880,1300,100,0,1811,22800,545,6540,960,0,4074,1000
308,54466,22758,19200,5700,4784,740,3135,7800,7280,9955,4840,10050,2476,16902,2640,0,6720,3500
309,23415,8492,7540,4365,2066,140,1240,520,2600,7240,670,8220,40,10044,648,0,3180,0
310,46409,18322,17152,5874,9353,95,2710,0,0,0,3765,15030,716,11040,840,4045,10020,3100
311,18329,7695,7185,1120,1777,465,645,240,0,0,1283,28980,5068,5040,612,0,3678,1500
312,84121,27152,25310,8658,9213,1940,3985,3300,90,0,4699,25866,358,7080,840,30,11130,8000
313,36762,6498,4460,3670,5080,1860,2635,2875,0,0,1345,31086,12866,4800,648,14080,1956,0
314,71421,32549,26336,11074,4702,1898,2646,7380,0,0,3340,24000,304,11970,600,11000,3726,11000
315,47421,28809,9100,1410,3931,1870,4134,800,181,3393,679,14454,339,1122,300,185,738,3500
316,89519,23808,1500,15178,17698,1841,3628,18400,435,0,7692,12810,1013,7704,1080,28910,4338,10600
317,27410,13149,276,739,2236,655,5806,560,0,0,750,11070,684,948,0,530,804,0
318,48394,22942,7220,1851,5022,6470,4220,1940,180,520,891,12840,5748,918,120,1450,1998,0
319,75078,38291,12600,7731,11482,3279,3872,2900,778,3380,3955,12360,147,1338,420,950,2130,0
320,95437,41360,240,6340,13210,3916,4962,3200,910,2600,5250,16590,174,4524,600,25300,4998,0
321,58580,21948,1140,8746,8210,2687,4509,1080,1476,1040,5090,10950,4255,6474,300,150,2766,0
322,72599,24303,21300,4949,8990,2094,4200,26440,690,0,9039,19260,117,5358,1080,67900,3744,10000
323,56792,30251,0,3538,6407,5530,3050,760,782,624,1625,7680,105,948,270,950,810,6200
324,34757,14014,1800,2617,4033,3122,3918,700,270,520,600,8772,96,912,270,300,960,0
325,62982,27163,108,8379,9510,1831,4449,4100,780,980,2840,11760,140,1188,0,630,1410,0
326,27377,8295,6487,3446,1234,492,3324,5430,1170,5460,1245,15252,10,612,750,0,2142,0
327,46023,16909,12424,8050,6508,1194,3983,1800,2880,0,4146,14106,2088,1044,3192,0,3030,0
328,36802,9821,2236,5560,4622,1420,5753,5760,36,0,1590,14676,427,4536,1560,0,6084,0
329,99634,34945,23556,16635,17230,912,4169,16120,1497,0,6236,34764,37002,8430,3708,500,14898,0
330,86786,41312,37966,3440,4248,1538,12260,8680,0,0,2852,27636,1649,4836,840,750,6900,0
331,111789,35294,30420,30359,12155,1646,3510,6780,0,0,1544,26520,9554,11304,2280,1280,10002,0
332,50479,15170,10260,8494,4741,680,1998,3390,480,0,7620,12300,3590,4140,360,0,2658,44000
333,118660,39904,27610,20498,10968,2675,2828,26036,4080,7086,28060,57714,2848,18504,11394,49075,23016,19000
334,103235,31712,29430,26752,7358,1190,5340,17270,270,5804,4505,21090,2065,9324,1176,1000,4446,2000
335,83044,27275,23920,6790,10394,2460,3906,21060,0,0,4380,25410,22520,17076,1920,1220,13632,0
336,75876,17149,15300,7174,15158,1521,4286,13380,48,5960,8355,31998,2474,8028,3198,2079,16632,12000
337,132484,41758,32160,12813,12286,3219,5600,44040,0,0,10086,33198,135,3168,2340,1595,7710,0
338,103494,12750,6900,17130,10024,3230,1523,39000,0,0,5599,30810,6372,55020,11892,0,17064,0
339,82453,27062,20160,17133,8582,5625,6486,1580,0,0,6909,42252,8111,10350,6300,0,22896,2500
340,156084,39386,29250,26758,17187,2400,4484,48464,0,3620,16195,53106,4236,55620,21600,14350,33888,15500
341,170599,51809,42510,28316,15271,5195,1420,30683,1130,4140,11688,38184,3325,20274,2100,400,23586,3000
342,74885,16232,12480,12190,7056,1000,1545,29376,0,0,5795,54636,33538,21618,9600,77000,15168,0
343,180371,57986,43155,34748,23570,4820,5833,30839,1656,1560,12065,38676,1452,30954,8616,11350,34854,17500
344,57186,23637,18135,2550,6258,2376,4790,2780,0,520,5035,36474,2747,6600,960,0,3432,0
345,166848,31328,21060,29278,26918,7385,6490,36850,0,0,20559,70392,5173,18810,18780,2570,29682,3000
346,104699,35378,25064,7884,19536,1496,4362,20228,0,0,10781,37656,11540,20082,6000,58000,15318,4000
347,122507,26912,23400,16608,14634,4955,3290,46996,2660,0,11886,65820,15052,17472,10200,73800,70896,14000
348,116225,28212,18672,15795,21280,3390,4738,24496,0,0,8122,43074,29075,12372,4716,52000,11118,2000
349,67405,13364,9360,14450,4308,3120,2320,14900,480,0,5625,40962,5482,16608,9960,11600,15174,1000
350,162785,39119,27690,27240,24073,3457,8308,30118,600,0,16400,67740,4642,75564,14688,4650,37536,32000
351,93499,26136,18950,16626,14422,2215,2714,20194,0,0,9862,61470,804,7776,6954,12200,25860,13000
352,58678,18236,13788,12094,7166,1380,2540,7720,0,0,8427,38634,328,23352,2280,0,16236,8000
353,167138,38678,15210,36028,30238,3599,5897,25000,840,0,15816,123540,2561,48354,10404,7000,19788,31500
354,129340,36050,27540,38277,16073,2050,3743,11578,5700,3620,6646,58134,3892,21822,4440,2050,18636,13000
355,121377,31044,20904,29304,6916,2355,2620,16070,0,0,5039,32232,285,14760,2280,15400,24450,5500
356,120955,24295,21199,15711,9906,2650,8000,28994,0,0,56566,35550,15720,10368,4080,69900,15054,2000
357,32554,12774,11388,3370,6847,629,1605,0,0,3620,450,8088,0,1002,360,0,1320,0
358,17618,4639,1597,2610,2348,398,907,0,300,1040,1105,9570,80,696,180,0,1116,0
359,94653,30935,18427,12237,25418,1060,3579,1645,2920,6136,3492,11328,6654,9318,360,610,4440,0
360,37572,13849,11310,3811,6506,679,2062,1571,1620,0,1825,9642,38221,1050,360,2250,3408,1500
361,43050,21858,14820,4599,6044,410,1848,1946,938,3630,1240,14136,552,5040,1248,910,5322,0
362,32955,11853,6354,4695,4525,805,2395,1290,0,0,1465,15528,1240,3522,960,460,4362,0
363,75333,33115,19932,5990,10100,715,3715,5340,390,0,3678,10836,505,900,960,1326,5574,0
364,103719,25576,13500,12798,10098,2368,5325,30200,840,4525,4615,40308,1076,7548,6960,0,20610,3000
365,52563,21660,16824,8448,7172,530,1820,3740,0,0,1815,12336,2008,1092,0,490,3540,2000
366,15129,5707,4201,1160,3203,295,2490,300,168,0,500,4938,725,3420,0,0,1596,0
367,118463,44367,38040,24570,20506,5040,3875,3060,300,7240,1340,16044,740,3030,720,710,4728,8000
368,35895,14666,9246,3960,2748,333,3337,2990,0,0,449,11952,2524,1422,600,500,1512,0
369,51626,13855,0,14830,9863,757,2565,3315,80,0,4054,13932,340,6384,1920,250,15696,3500
370,124464,42104,32370,9882,14980,1875,5538,34260,0,2715,8978,15870,540,12552,3000,2250,18966,10890
371,72330,30396,24580,5792,9240,4390,6703,3200,732,0,4420,17034,2680,1176,684,3620,8760,4200
372,45735,19999,18315,4610,3035,1990,4180,3000,2190,880,5940,18900,2280,3600,480,1110,7560,4000
373,220630,54999,36495,34080,22230,10590,16290,44000,0,0,112830,91866,40980,60750,50280,44772,60936,35000
374,34879,8932,6006,3780,3800,1680,2083,2000,0,0,0,222258,10630,17202,7080,0,6600,10000
375,54891,13980,12150,6580,9460,2700,3942,8400,0,0,3000,24924,5745,7980,2880,0,7440,3500
376,144639,19902,12090,28740,17240,5546,4664,41600,0,0,24200,181926,83250,29796,14700,47000,75618,2000
377,69082,25448,10426,3138,11240,1880,11054,6900,1170,910,3490,8700,1675,3120,0,4300,1404,0
378,110989,32657,26917,6432,10695,8186,7744,26200,0,0,6785,206778,6450,73002,9600,43600,9180,9500
379,170469,29894,23360,20810,22825,4690,15934,56000,0,0,42980,144480,8500,70098,17640,83400,47124,33000
380,80405,14106,10596,5940,11020,2480,6425,30500,0,0,15100,170376,10100,15000,3480,0,24000,12000
381,105485,40230,35100,12000,11736,2500,8586,3500,1170,0,20760,45600,30090,20898,12360,9850,30084,7000
382,71125,17940,13920,3780,12690,4379,8728,8000,900,3120,4040,54816,19251,16398,4800,0,14130,8500
383,95994,40965,34543,11760,11100,3000,8010,6400,480,1300,15760,53100,21770,12702,7800,12000,30834,30500
384,97088,53040,49686,4920,12430,670,3195,12300,0,0,2790,12600,1435,5400,1800,2500,5340,0
385,135102,43759,32556,13380,11340,3989,5972,15000,1800,0,12250,64560,24436,20298,7440,2750,27144,18000
386,49360,22280,19320,4340,7500,2680,3740,0,0,0,3535,13080,2790,6480,1980,0,8856,2500
387,255846,11275,270,6146,7150,3103,1325,192454,3792,10860,11645,61314,3396,1962,1260,5120,12378,11600
388,56243,21848,16640,11150,5112,745,2824,1500,1275,0,8905,43794,5392,21132,7680,1390,9084,8000
389,55720,26255,24600,5290,6033,580,3235,4900,720,5172,1215,10194,405,9264,1662,8145,10758,0
390,86030,40260,37690,2110,6401,460,3537,18800,0,8310,1545,17250,441,10518,1518,835,11814,0
391,77006,23664,22620,10546,9278,850,3078,18200,23750,0,6564,17028,2380,22572,7200,0,16206,0
392,153658,42915,27690,16550,13926,2790,8780,51224,0,0,8895,54786,912,15600,10920,32500,11952,6000
393,121076,36875,31950,25442,10460,780,4940,21500,0,0,17004,52500,6000,22422,3744,31246,20478,4000
394,69811,29070,20982,12762,6454,1260,6177,3400,95,0,350,34260,108,2904,900,4200,9576,0
395,65935,19558,17940,3780,9041,50,1668,19280,0,0,345,39678,12420,11664,3282,40340,4032,0
396,39894,20879,18676,1610,4437,270,2072,5250,360,3640,145,8208,76,1434,1224,800,2808,0
397,32139,12090,11830,2255,1466,0,1330,6280,3092,8326,990,12456,225,12000,306,0,4050,2500
398,14529,5230,4680,468,663,50,75,5980,4160,7695,5130,23148,298,5880,144,0,3510,0
399,55045,22304,19760,6420,4630,192,2030,6020,0,0,2015,13860,435,2160,1380,900,7158,0
400,95680,21769,17888,35922,11914,2275,2160,6800,0,260,1020,30270,590,8718,2700,2248,8994,0
401,69812,30348,27820,15210,9944,840,2380,3000,7410,21800,3660,15570,1945,10410,3192,4575,12258,0
402,99627,35781,28990,9414,17686,2180,3675,11180,2884,3620,2561,27168,1430,4740,2868,1810,19026,7000
403,35410,11655,7692,5079,5662,1915,3572,0,840,0,200,21276,6584,2184,1800,0,5394,2200
404,42834,14061,13460,6116,5330,970,893,8580,1920,0,800,31944,3654,8964,3792,19000,8496,2000
405,109248,28001,20332,22434,19030,2860,5537,1900,1860,6335,7853,41448,1463,1656,4680,750,24342,13000
406,139049,71865,66460,21220,15760,995,5780,2560,3420,13575,4323,63348,3416,21240,2700,1310,14964,5000
407,49817,12455,10434,4332,10061,1760,1100,3080,0,0,2345,13188,1598,4464,744,550,4692,0
408,175659,59341,48912,34216,35465,8100,7870,3340,6930,16833,18257,41400,102440,6306,4800,0,25068,11486
409,106288,38301,30166,10100,19007,2092,8610,7880,0,0,2873,58812,12542,25260,3936,69650,37908,3000
410,45549,15223,13884,8307,5008,1356,3690,4500,0,0,2821,9660,5057,5016,1752,17300,11598,0
411,85140,33043,28450,14528,8081,2115,4868,3320,5330,4160,4089,18594,838,7296,1080,1158,14184,0
412,52245,21543,17815,8410,4824,2265,2578,2290,1872,0,2431,35880,480,7170,900,574,10980,10565
413,69185,20504,17370,13944,4958,830,3090,2820,0,0,3605,13230,1579,7800,384,200,7032,0
414,63182,22847,16692,8940,7252,2158,4944,8740,558,2172,4615,13488,698,624,1080,200,4320,7590
415,95113,33286,25672,16836,23245,1270,3940,3320,960,1300,7336,46110,1490,912,0,1140,14718,13000
416,117348,33550,25116,19588,12138,2280,9655,19580,930,0,5365,20808,1300,8898,960,11700,13434,9000
417,72389,18156,10088,12424,12087,4012,6806,4060,2070,2811,4896,47040,1282,1890,2748,1500,10812,2000
418,67835,15516,11205,12300,14052,3620,2514,2840,1950,600,17680,44736,17884,23268,3960,0,7242,39620
419,75920,30495,23400,6544,10264,2734,4055,14325,1080,4785,2220,24168,540,5376,1608,0,7824,13660
420,122592,34452,30200,15552,27604,1015,4713,19320,546,8145,4762,14310,4457,28512,1800,3000,16740,5000
421,72625,26770,23512,9860,12922,1465,3030,3412,235,1736,5050,23100,927,5280,444,535,8202,1500
422,79023,30631,25637,6692,11864,1095,4023,4980,1500,2028,4478,24420,3494,5208,2640,500,7164,6000
423,86565,43679,37100,3895,10521,1420,1270,7246,2574,7658,10863,18804,1039,7200,180,1600,6114,1000
424,35812,16773,8595,2398,9080,350,2022,400,3150,2340,400,7122,428,1200,270,120,2394,0
425,48811,23150,20310,4320,9252,1150,3305,1345,1200,72,1805,13902,2213,1896,270,600,1746,0
426,16663,7662,6298,550,2250,253,2748,0,0,0,580,6000,260,900,300,0,1110,0
427,60926,33311,32022,3090,5772,790,3329,4475,245,780,1055,10194,606,1320,540,790,2118,0
428,72262,31830,27620,13927,8356,1142,3770,4578,480,1040,1656,11796,406,1992,780,1200,3000,0
429,50153,18237,11020,12000,5288,540,2230,7815,300,0,2935,10548,212,7278,720,1210,8322,0
430,57724,27265,24768,5108,5319,1250,4268,3050,250,1040,3330,23472,1018,3492,360,900,4512,0
431,35564,12392,11546,2100,6252,1010,3615,1600,0,1280,900,23172,7590,3096,180,2500,2598,0
432,66817,28246,20220,8552,7092,1114,3875,1404,0,0,2420,16230,320,1740,2160,200,4722,0
433,66427,32555,24480,6990,8612,1830,3140,6430,750,0,1100,21438,260,4308,1080,848,2478,0
434,57693,30733,28442,4740,10146,594,3242,1232,525,724,540,10290,241,3408,540,780,1842,2500
435,64805,31052,22618,10024,6149,966,2815,5090,0,0,4580,21876,2338,3540,540,300,19584,2500
436,161834,38503,32670,28658,16484,1244,24955,10440,3915,16290,4405,27768,4473,1380,4500,40000,8712,0
437,77194,41364,39000,4317,5179,1424,4072,7325,0,0,1554,9426,624,2400,420,2912,4932,0
438,71960,33525,0,3335,14220,315,3756,2573,166,2730,960,13764,438,1800,276,3582,3558,7560
439,99617,26444,20020,17758,10904,1505,3060,32620,0,0,885,19224,168,2016,900,18350,3720,5500
440,53561,24966,23140,2790,9491,90,2250,4810,0,6016,135,8250,515,1320,294,650,1788,0
441,67646,36167,32614,5332,7881,1590,3375,3905,200,598,920,14136,700,3162,996,4070,13200,4500
442,91666,20696,10920,11612,14808,1285,3995,15330,6760,10860,28857,25680,3304,12564,4800,2500,26598,300
443,122827,57705,46420,18030,15990,909,3121,7210,5488,12324,2586,27618,971,5472,5520,815,9000,3000
444,88877,19631,16605,9778,23728,2505,2851,10700,1440,8145,5400,27336,352,14976,3384,0,8910,3750
445,58216,24006,17682,2662,10780,776,1003,7160,0,1448,3685,19224,782,4740,1002,1025,6156,1000
446,69469,38551,35113,3846,8269,1700,2695,3510,2040,3212,4155,24450,356,2454,720,1700,9132,2000
447,135702,47306,26355,16594,18045,2370,9763,10880,0,0,4806,24474,1607,16134,1800,1310,7788,0
448,46873,16976,15478,4785,8617,2235,2617,260,0,0,1194,26856,4789,6156,2160,0,12168,3000
449,99962,35123,31868,9741,26460,1645,2565,11020,1800,5430,9358,56766,1165,9396,1920,43415,8226,0
450,13848,9070,8632,0,1951,145,83,640,0,1810,0,11058,118,768,0,0,384,0
451,140208,18818,14260,32926,20083,1045,3063,11490,100,1810,9268,39858,2301,13710,2520,1600,25902,4000
452,97845,42827,37944,16948,9423,536,9680,1500,168,2050,550,16908,252,9864,648,1520,4620,0
453,231330,52063,44812,87543,19894,3100,4095,14350,9094,0,16305,73620,5681,17904,15780,48700,27666,8000
454,43190,11702,9672,11636,4637,1483,2030,1620,1128,0,0,97704,7219,5622,7848,0,40836,0
455,56463,14903,10400,8112,15134,365,3535,4350,0,0,620,17100,265,1800,0,1950,2172,0
456,66097,27546,26208,4762,11824,640,2180,8080,0,0,1657,33816,300,14628,1260,11000,9930,0
457,109306,24708,19968,10590,19638,8630,13005,2100,0,0,2346,52488,49405,8640,1776,0,6456,0
458,83440,22948,17784,8221,9026,806,12230,9000,1100,0,23440,47700,21297,78114,12582,0,47808,0
459,72682,20329,17550,11852,11335,2055,4716,3200,570,0,3213,39786,200,8964,7200,1920,12564,0
460,525265,64174,38088,119230,76356,26710,25792,102700,18668,10860,174242,403944,34000,81000,30480,64500,81150,33000
461,34253,18178,17290,4862,3012,330,1445,120,960,312,1590,38796,1412,4428,1200,0,3282,0
462,77138,42434,37960,5207,3636,6305,5185,4020,0,0,705,15816,2160,5616,924,1050,7920,0
463,98005,45448,39520,6464,15922,3035,9010,2380,0,4160,1004,25248,97450,12768,5616,12100,10026,2000
464,67835,34929,27222,11389,4422,990,4505,1750,1470,4160,3450,32088,13207,8904,1248,1025,9030,2500
465,96846,34747,29952,16546,12002,390,3960,9150,1920,4726,3162,30612,5580,2832,1866,550,9354,7800
466,64062,24388,21294,9100,9542,1500,3875,320,270,5430,3580,18876,363,6720,1128,0,7950,0
467,130348,46282,28600,19386,14668,3925,5650,10900,1280,360,14386,45618,2120,15720,5100,146920,19752,0
468,35728,12426,10400,3372,4068,1040,5564,1620,0,0,1170,25068,30604,582,1128,0,15474,0
469,101943,42166,38636,15546,9104,920,3792,5160,1194,0,10150,15336,100,7830,4356,13390,7668,5000
470,169033,31795,24000,3900,63859,4471,13820,16360,0,0,13472,60240,3430,31518,21720,42000,23592,33000
471,46219,14319,8012,3744,9422,2039,4300,1540,0,0,5445,28704,1400,15828,2160,4000,21234,36500
472,116480,38642,24336,32608,14096,2790,5324,2900,3000,0,10008,14520,3034,6192,2880,2800,14484,14000
473,91340,31117,17264,18582,15482,971,5510,2300,0,0,4190,21138,605,7476,540,1800,5832,7600
474,54899,10070,720,4907,8087,1117,5754,7982,410,3416,7916,12654,2970,2556,540,1635,5778,2500
475,102942,28496,21160,16418,17693,3001,4078,7980,1485,0,13865,52464,3708,18678,3240,1930,31008,18000
476,30000,11260,10140,710,9118,897,4166,130,0,0,1208,6420,1003,1140,480,0,4188,0
477,50883,18335,450,5347,10712,2847,5399,0,85,470,2459,8640,683,1500,648,0,4122,3500
478,258556,59962,50150,80742,23276,8087,11118,10520,5590,7240,42950,75372,6120,34518,15000,105750,63252,53000
479,44143,15153,0,5113,7256,655,2630,4280,0,7240,1779,9024,602,4464,2130,0,7494,0
480,36937,15552,11450,1480,3980,1268,3351,650,2165,0,4950,25410,421,4452,1080,0,11316,4500
481,8361,4322,185,198,835,284,1268,0,0,0,540,8370,244,660,0,0,672,0
482,91994,40714,31590,6127,8133,2752,5441,3880,0,0,4678,16548,5019,7344,2544,1520,17760,16000
483,64126,23624,19320,6433,9842,1283,8501,6120,5300,10860,4016,15720,793,4710,1440,0,2412,6500
